N200_K11,N150_K8,N100_K6,N50_K3,N20_K2,N300_K16,N5_K2,N10_K2,N25_K2,N500_K26,N15_K2,N400_K21
,,,1299,768,,274,429,813,,618,
,,,1299,768,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,1299,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,618,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,763,,274,429,813,,617,
,,,,,,,,,,,
